Tanggal,Tweet,Username,Likes,Replies,Retweets
2022-12-31 18:51:16+00:00,@kontakBRI @BANKBRI_ID @promo_BRI bank punya BUMN benar benar pelayanan super duper leletnya.pengaduan dan keluhan nasabah seperti pengemis bin gelandangan.komplen 2hari 2malam beru ada respon.jauh punya bank swasta nasabah sangat di prioritaskan.makan gaji buta,RaffaDwiputtra,0,1,0
2022-12-29 04:47:45+00:00,"@BANKBRI_ID @spallpilllll min, boleh saran gak?
tahun depan kalo bisa lho ini, kalo bisa
pelayanan cs maupun teller itu pas jam istirahat tetep jalan donk
masak iya harus tetep nunggu pegawai istirahat dulu
time is money lho min",KiKYyy,1,4,0
2022-12-27 07:43:58+00:00,"Gandeng bank BRI, Rutan 1 Medan siap maksimalkan pelayanan dan bangun program kerja manusia mandiri https://t.co/0GlNbhI0AY",rutan1medan,0,0,0
2022-12-26 10:38:50+00:00,@poetra1804 Kami informasikan untuk jam operasional Bank BRI jam pelayanan Kas pukul: 08.30 - 15.00 dan untuk jam pelayanan Nasabah pukul: 08.00 - 16.00. Sobat BRI tetap dapat dilayani selama jam operasional tersebut (1),BANKBRI_ID,1,1,0
2022-12-26 07:07:18+00:00,"@kontakBRI Siang-Siang sudah dibuat naik darah sama CS BRI UNIT BULUDOANG, Memang SOP pelayanan BANK BRI seperti itu yah? Intonasi tinggi, nasabah yg keluar masuk ruangan kepala unit untuk Approve ATM, dan aktivasi layanan brimo harus tunggu sampai besok? Kecewa sekali dgn CS nya",AsbudiAswan,3,13,0
2022-12-26 04:30:17+00:00,"Berdasarkan pengalaman kalian, pelayanan bank apa yang paling jelek?
#bank #bri #bca #mandiri #bni",tutilyly20,0,0,0
2022-12-26 02:37:02+00:00,"@sweecado Hai Sobat BRI, kami informasikan BRI beroperasional normal pada hari Senin, 26 Desember 2022. Untuk jam operasional BRI adalah pukul 07.30-16.30 WIB dengan rincian sebagai berikut:
1. Pelayanan Kas: pukul 08.00-15.00 WIB.
2. Pelayanan Nasabah: pukul 08.00-16.00 WIB. (1)",BANKBRI_ID,0,0,0
2022-12-25 22:40:19+00:00,"@ariyadira Hai Sobat BRI, kami informasikan Bank BRI beroperasional seperti biasa pada hari ini ya. Untuk jam operasional BRI adalah pukul 07.30-16.30 WIB dengan rincian sebagai berikut:
1. Pelayanan Kas : Pukul 08.00-15.00 WIB.
2. Pelayanan Nasabah : Pukul 08.00-16.00 WIB. (1)",BANKBRI_ID,0,0,0
2022-12-23 02:33:31+00:00,"@PaleoMJLNicus @kontakBRI Hai Sobat BRI, mohon maaf atas ketidaknyamanan yang dialami. Antrean di kantor BRI sesuai dengan kebijakan kantor BRI yang dimengunjungi dan waktu pelayanan di Customer Service sesuai dengan transaksi yang dilakukan Nasabah. Guna tindak lanjut, dapat (1)",BANKBRI_ID,0,1,0
2022-12-23 02:31:27+00:00,@kontakBRI Hai @BANKBRI_ID @kontakBRI kenapa yah pelayanan CS di kantor Bank BRI tidak sesuai antrian dan ada yang di panggil duluan bahkan yang baru datang dan tidak ambil nomer antrian. Terimakasih. Mohon klarifikasinya,Petrichor1945,1,4,0
2022-12-22 04:49:16+00:00,"@aris_hamzah Hai Sobat BRI, Bank BRI senantiasa berupaya, berkomitmen meningkatkan pelayanan dan sistem keamanan bertransaksi demi kenyamanan serta kepuasan Nasabah. Kami informasikan saldo hanya dapat berkurang apabila terjadi transaksi atau pendebetan otomatis. (1)",BANKBRI_ID,0,0,0
2022-12-21 09:47:34+00:00,"@siomdragon Silakan informasikan detail kendala terkait pelayanan Bank BRI tersebut melalui DM ya.

Sobat BRI harus tetap waspada, semua akun resmi medsos BRI sudah sudah ter-Verified dan Channel Private resmi BRI melalui WhatsApp dengan nomor 08121214017. Tks~Priska",BANKBRI_ID,0,0,0
2022-12-21 08:58:08+00:00,"@worksfess Kalo perihal buat sisahin saldo di atm, Bca masih bisa 0 rupiah. Dan untuk pelayanan dibank nya aku sangat sangat suka bca dibanding bank lain (btn,bni,bri,mandiri) yg pernah aku kunjungi. Lebih satset sepengalamanku",nadahitam99,1,1,0
2022-12-21 08:39:28+00:00,"@jellysquashh @Ragil_Bontot Hai Sobat BRI, terima kasih atas saran dan masukan yang diberikan, akan manjadi perhatian kami guna memberikan pelayanan yang lebih baik lagi. Guna tindak lanjut, mohon diinformasikan alamat kantor BRI yang dikunjungi melalui DM. (1)",BANKBRI_ID,0,0,0
2022-12-21 07:53:54+00:00,"@BANKBRI_ID Tolong tambah CS di unit arjawinangun meja ada 2 petugas cuma 1 
antrian sampai jam 14.50 baru no 13 lelet
Pelayanan 1 nasabah 30 menit https://t.co/GYK9blU32v",TeguhRi79568076,0,1,0
2022-12-21 02:05:46+00:00,"@diggledee Hai Sobat BRI, mohon maaf atas ketidaknyamanannya. Guna meningkatkan pelayanan kami, silakan informasikan nama kantor BRI yang dikunjungi melalui DM.

Akun resmi medsos BRI sudah Verified dan Channel Private resmi BRI melalui WhatsApp dengan nomor 08121214017. Tks~Debi",BANKBRI_ID,0,0,0
2022-12-21 01:57:06+00:00,"kenapa pelayanan cust service @BANKBRI_ID itu lambat sekali? ini kondisi gak rame, 1 cust bisa lbh dr 15menit. dari 2 counter cuma 1 counter yg pelayanan. dan itu lama sekali",diggledee,1,5,0
2022-12-20 15:51:47+00:00,"@carireceh Hai Sobat BRI, terima kasih atas saran yang diberikan. Perihal tersebut akan menjadi evaluasi bagi kami untuk meningkatkan kualitas pelayanan Bank BRI ke depannya. Kami himbau selalu berhati-hati terhadap akun palsu dan indikasi penipuan. (1)",kontakBRI,0,0,0
2022-12-20 06:55:51+00:00,"Anggota Polsek Bojongsari Aiptu Adi sedang melaksanakan pelayanan masyarakat terhadap nasabah bank BRI .
#polrespurbalingga
#humaspolrespurbalingga
#polisi_indonesia
#polisirepublikindonesia
#polisiindonesia https://t.co/iK3KaCik8N",HBojongsari,2,0,0
2022-12-20 06:49:04+00:00,"pergi ke bank buat bayar pendaftaran kuliah, tujuan utama ke BRI krn emng aksesnya yg dekat, first pelayanan lama bgt, dr 1 teller yg jaga dlm waktu 1½ jam hanya dpt melayani 5 cust, tiba no antreanku dipanggil, sayang bgt udh nunggu lama kode bayarku tak bisa (ktanya not found).",yyagitudeh,0,2,0
2022-12-20 06:28:57+00:00,"3 teller di salah satu bank BUMN udeh didatengin terus di info gak bisa melakukan pelayanan dulu karna lagi istirahat. 
Lah gua bela belain ke bank dijam istirahat karna bisa sempet nya ke bank dijam istirahat, 

Hmm @BANKBRI_ID makasih atas pelayanannya,",nurulchas_,2,5,0
2022-12-20 04:26:28+00:00,@BANKBRI_ID Selamat ultah smoga pelayanan smakin baik dan mendapatkan hadiah 🙏🏿,m0c0bain,0,0,0
2022-12-20 03:35:52+00:00,"@BANKBRI_ID kok pelayanan cs lama sekali yaa, tolong yaa di upgrade kualitasnya",aliframdhanalif,3,13,0
2022-12-20 01:35:53+00:00,"Teriring doa, semoga Bank BRI semakin maju, dapat memverikan inovaso dan pelayanan yang lebih baik, serta semakon aktif dalam memajukan perekonomian negara dan masyarakat Indonesia, Bank BRI, Tumbuh dan Tangguh!",kejaribatu,0,0,0
2022-12-19 12:14:43+00:00,"@smkfess Aku di kantor pelayanan pajak nder, ada juga yg di kantor pos, BKK, BMT binamas, BRI, Bank Jateng, ramayana, matahari",ksjmyluff,0,0,0
2022-12-19 02:38:31+00:00,"Hari ini sy tarik tunai di @BRI Cab Meles, Adimulyo Kebumen, fotocopy KTP harus disuruh cari sendiri di fotocopian,padahal kl di Bank lain ini merupakan pelayanan, apakah pelayanan di BRI seperti ini? @BANKBRI_ID @KemenBUMN pak @erickthohir",Yanuyan54912242,0,6,0
2022-12-18 13:31:57+00:00,"@BANKBRI_ID BRI memang tumbuh dan tanggu,tapi pelayanan tdk sesuai...coba lihat aja di kota kecil",jamil_rar,0,0,0
2022-12-18 13:30:10+00:00,"@BANKBRI_ID Pelayanan kurang memuaskan pelanggan,..
Merasa bahwa Bank besar jadi sama yg kecil selalu di lewatkan dalam pelayananya.cek di kota kecil",jamil_rar,0,0,0
2022-12-18 04:54:28+00:00,"@BANKBRI_ID Selamat HUT Bank BRI @BANKBRI_ID , semangat terus beri pelayanan terbaik bagi masyarakat",MickHolloway3,0,0,0
2022-12-18 03:19:23+00:00,"@sebataspenyimak Untuk perihal tersebut kami sarankan, melakukan pengecekan mutasi rekening terkait pendebetan pinjaman dengan mengunjungi kantor BRI pemberi pinjaman ya. Terima kasih atas saran dan masukkan yang diberikan dan akan menjadi perbaikan untuk pelayanan kami. (1)",BANKBRI_ID,0,0,0
2022-12-18 03:17:41+00:00,@BANKBRI_ID Pelayanan BRI mash kurang baik di area saya jepara sya harus lapor ke siapa agar ada perubahan,Tiyonsh_18,0,1,0
2022-12-18 03:00:45+00:00,"@BANKBRI_ID Tetap aja disuruh ke bri terdekat dm kalian, Uda atau pelayanan BRI gk maksimal, apalagi dikantor² cabang, tau kan BRI kec. Tanjung kemuning, yang direkturnya dipecat gara² pelayanan gk maksimal...sampai skr pegawainya pun sama..kadang Uda antri lama...gk ada hasil juga",gay_bkl,0,0,0
2022-12-18 00:45:14+00:00,@jhons_manurung @BANKBRI_ID @kontakBRI Sekarang udah banyak beralih peron bank loh krn BRI makin kesini makin buruk pelayanan. Mulai mau mengganti KARTU ATM hingga sering disable,MyDisability_,0,1,0
2022-12-18 00:20:56+00:00,"@BANKBRI_ID BRI harus tingkatkan pelayanan, terutama kerahasiaan data pemilik, terimakasih. Kita cabut dari BRI karena alasan tersebut.",Ekokris91459888,0,2,0
2022-12-18 00:04:25+00:00,"@Lizaart26 Hai Sobat BRI, apabila memiliki kendala pelayanan Bank BRI mohon informasikan detail melalui DM guna tindak lanjut.

Tetap waspada, semua akun resmi medsos BRI sudah sudah ter-Verified dan Channel Private resmi BRI melalui WhatsApp di nomor 08121214017. Tks~Priska",BANKBRI_ID,1,0,0
2022-12-17 23:25:13+00:00,@BANKBRI_ID Bank dgn standar pelayanan paling Buruk 👎,Lizaart26,0,1,0
2022-12-17 22:32:09+00:00,"@BANKBRI_ID Tarik tunai tanpa kartu lebih mudah gmn, kmrin aja ga bisa aplikasinya error terus..... Sebenernya males kalo pelayanan gini trs",CintaArsila,0,2,0
2022-12-17 21:33:05+00:00,@BANKBRI_ID BRi adalah bank yg paling besar nasbahnya hanya mgkin juga termasuk bank tertua di negeri ini tapi kenapa pelayanan tidak bisa cepat seperti bank2 yg lain??,Abdilla85013822,0,1,0
2022-12-17 14:48:27+00:00,"@C4ndu88 @LuthpiyahB, Hai Sobat BRI, Bank BRI senantiasa berkomitmen meningkatkan pelayanan demi kepuasan Nasabah. Kami lakukan pengecekan pembukaan rekening Online dalam keadaan normal. Jika saat ini mengalami kendala. Guna pengecekan, mohon kirimkan respon yang diterima (1)",kontakBRI,1,1,0
2022-12-17 13:06:55+00:00,@BANKBRI_ID Selamat ulang tahun. Tingkat kan lagi pelayanan nya. Jangan kalah dengan bank swasta. Cayo,alianto_yusman,0,0,0
2022-12-17 11:13:58+00:00,smoga bank BRI semakin d depan untuk memberi pelayanan yg terbaik buat masyarakat #HUT127BRI #UMKMBRITumbuh,yuliana18291447,0,0,0
2022-12-17 09:12:53+00:00,"@BANKBRI_ID Sayang sekali pelayanan bri Pangalengan kab. Bandung untuk pengurusan refound asuransi sangat mengecewakan...hampir 10bln sampe saat ini blm jelas pencairannya, padahal itu mutlak hak nasabah..mohon di perhatikan untuk refiund asuransi nasabah..trims",bharaduta_riksa,3,7,1
2022-12-17 02:38:11+00:00,"@BANKBRI_ID Lalu, si cs minta info apa aku ada norek bank lain, pake minta mindahin uangku ke rekening bri guna perbaikan pelayanan, emang kyk gtu mksudnya  apa?",BumelguruBindo,0,0,0
2022-12-16 21:21:26+00:00,"@taofikmuhammad Hai Sobat BRI, terima kasih atas saran dan masukkan yang diberikan. Hal ini akan menjadi pertimbangan kami untuk meningkatkan kualitas pelayanan Bank BRI kepada Nasabah. Apabila Sobat BRI ingin terhubung dengan fitur Live Chat kami silakan (1)",BANKBRI_ID,0,0,0
2022-12-16 15:47:11+00:00,@BANKBRI_ID coba deh pelayanan di perbaiki ...asli bobrok ...dah tau antri panjang ampe keluar ...masih ada cs tau teller cuma 1 padahal bisa 2 pa 3,jerryimam,0,2,0
2022-12-16 12:13:09+00:00,"@fatimha_ibrahim Hai Sobat BRI, terima kasih atas saran dan masukan yang diberikan, akan manjadi perhatian kami guna memberikan pelayanan yang lebih baik lagi.

Akun resmi medsos BRI sudah ter-Verified ya. Untuk mendapatkan layanan yang lebih seru, (1)",BANKBRI_ID,0,0,0
2022-12-16 12:00:28+00:00,"@sisukanyemil Hai Sobat BRI, terima kasih atas masukan yang diberikan dan akan menjadi perhatian kami ke depannya untuk meningkatkan pelayanan kepada Nasabah setia BRI. Sobat BRI bisa menginformasikan lokasi mesin ATM BRI tersebut melalui DM agar dapat kami tindak lanjuti. (1)",BANKBRI_ID,0,0,0
2022-12-16 10:29:20+00:00,"Semoga Bank BRI selalu menjadi Bank terbaik. Selalu menghubungkan kami dengan para Pensiunan, serta memberikan pelayanan Prima kepada para Nasabah.

#tumbuhdantangguh https://t.co/0qZSZfOIku",DapenPerhutani,0,0,0
2022-12-16 10:24:52+00:00,Semoga Bank BRI semakin di depan untuk memberi pelayanan terbaik buat masyarkat #HUTBRI127 #BRITUMBUHTANGGUH,JanuariJane,0,0,0
2022-12-16 10:08:43+00:00,Semoga Bank BRI semakin di depan untuk memberi pelayanan terbaik buat masyarkat #HUTBRI127 #BRITUMBUHTANGGUH,Dian801493144,0,0,0
2022-12-16 09:15:25+00:00,"@BANKBRI_ID Bank paling bagus menurut saya adalah,Bank yg berdomisili di TOBELO,Maluku Utara. 
Jam istirahat siangpun tetap ada pelayanan, karyawan gantian istirahat, jd nasabah tdk ada yg terlantar. 
Sekuriti ramah semua, dan ini berlaku untuk semua Bank.",asriani_janiska,2,2,0
2022-12-16 08:52:55+00:00,"@IdhamKh06609153 Hai Sobat BRI, terima kasih atas masukan yang diberikan. Hal ini akan menjadi perhatian kami ke depannya untuk meningkatkan pelayanan kepada Nasabah setia BRI. Sehat dan sukses selalu.

Sobat BRI harus tetap waspada, semua akun resmi medsos BRI (1)",BANKBRI_ID,0,0,0
2022-12-16 07:37:14+00:00,"@convomfs Tergantung keperluan.

Kalo rekening murni buat nabung aja, yang jenis Tabunganku. Ada di semua Bank. Tinggal baca aja S&amp;K di website resmi atau tanya CS.

Kalau nyari yang ada ATM dimana-mana, BRI.

Kalo nyari yang pelayanan CS nya sat set enak, BCA atau CIMB.",mydarlingnoelk,18,1,1
2022-12-16 04:44:31+00:00,"@DarmantaDwi Hai Sobat BRI, jika mengalami kendala terkait pelayanan Bank BRI silakan diinformasikan secara detail melalui DM guna tindak lanjut ya. (1)",BANKBRI_ID,0,0,0
2022-12-16 04:18:17+00:00,@BANKBRI_ID Coba turun ke BRI cabang2 di kecamatan2 rata2 klo jam 12.00 pelayanan CS berhenti mereka pada makan siang lalu nasabah nunggu mereka (CS BRI) persis ASN Kecamatan/kelurahan.,teddharsa,1,1,0
2022-12-16 03:54:26+00:00,@kontakBRI mau tanya apakah benar pelayanan bri di tingkat Unit itu sangat lambat dalam segala lini? Krn saya wa ke Matius sbg Sales KUR mulai 2 hari lalu tapi tdk direspon sampai skrg. Terjadi di @BRI pacarkeling surabaya. Emang gini ya pelayanannya @BANKBRI_ID @MediaKonsumenID,yudo_geminiboy,0,8,0
2022-12-16 03:38:55+00:00,@BANKBRI_ID Selamat HUT BRI ke 127 semoga makin jaya dan pelayanan makin bagus.,Masudin_ID,0,0,0
2022-12-16 03:34:23+00:00,@gemadiena @BANKBRI_ID Bank DG aset terbesar umur lama tp pelayanan dlmenindak laporan dr nasabah masih tidak berubah dan tidak ada inovasi.memang beda jauh dg BCA.,Nav19861,0,0,0
2022-12-16 03:09:50+00:00,"@BANKBRI_ID Bank BRI pelayanan yg paling payah
Lebih bagus BNI atau Mandiri",DarmantaDwi,0,2,0
2022-12-16 02:26:34+00:00,terima kasih Bank BRI sudah memberikan pelayanan #HUTBRI127 #BRITUMBUHDANTANGGUH,melatis20009989,0,1,0
2022-12-16 01:28:11+00:00,@BANKBRI_ID Masalah pelayanan masih jauh sm BCA.cth aja kejadian penipuan Dimana penipu trransfer dr BCA ke bank lain nasabah BCA datang ke BCA dg laporan polisi dr BCA di follow up dg menghubungin bank penipu dan dr bank penipu bisa ditarik.kl BRI lapor ditrm aja dan dibilang salah nasabah,Nav19861,22,23,1
2022-12-16 01:18:43+00:00,Selamat ulang tahun @BANKBRI_ID terus sukses untuk menjadi perbankan paling bernilai di Asia Tenggara dan memberikan pelayanan terbaik untuk masyarakat Indonesia. #DigitalBisa #UntukIndonesiaLebihBaik https://t.co/KVa7X8eDEh,TelkomIndonesia,31,1,40
2022-12-15 23:49:54+00:00,"@BANKBRI_ID pelayanan competitor bank swasta lebih baik daripada mu, BRI.",Diyantirosdian1,1,1,0
2022-12-15 18:08:47+00:00,"@KaryaGlobalindo @PituluikPatah Hai Sobat BRI, saran dan masukan yang diberikan, akan manjadi perhatian kami guna memberikan pelayanan yang lebih baik lagi. Guna tindak lanjut dapat diinformasikan kantor BRI yang dimaksud melalui DM kami ya. (1)",BANKBRI_ID,0,0,0
2022-12-15 18:02:00+00:00,"@nithajeong92 @NCTsmtown_127 Hai Sobat BRI, saran dan masukan yang diberikan, akan manjadi perhatian kami guna memberikan pelayanan yang lebih baik lagi. Silakan ikuti Timeline kami untuk informasi program menarik lainnya. (1)",BANKBRI_ID,0,0,0
2022-12-15 17:22:31+00:00,"@BANKBRI_ID Pelayanan jelek parah. ATM sering rusak, app Brimo sering error. 🤦‍♂️",pedantis,21,6,0
2022-12-15 10:06:51+00:00,"@BANKBRI_ID Ah yang benar. 
Di kabupaten Pringsewu Provinsi Lampung orang orang mau dapat Kartu ATM saja sudah berbulan tidak kunjung ada. 
Belum lagi mesin mesin ATM yang bermasalah sering menelan kartu ATM. 
Apakah itu pelayanan terbaik juga ?",KaryaGlobalindo,4,7,0
2022-12-15 04:13:54+00:00,"Personil Unit Samapta Polsek Minas, Polres Siak, Polda Riau melaksanakan pengamanan Bank BRI Unit Minas, wujud kesiapsiagaan Polri dalam memberikan pelayanan kepada masyarakat dan menjaga Kamtibmas.
.
#humaspolsekminas 
#poldariau #polressiak 
#polripresisi https://t.co/CAWT0GAdGL",HumasMinas,1,0,0
2022-12-15 01:40:33+00:00,"@BANKBRI_ID Sebagian mesin ATM mati, kalopun ada yang aktif, cuma bisa buat transfer, gak bisa ngambil duit cash. Nasabah butuh duit cash, buat belanja ke pasar tradisional, atau beli nasi goreng dll
Trimakasih atas tanggapannya, semoga ada perbaikan pelayanan kpd kami dsini...",aan_mbak,3,6,0
2022-12-14 09:18:47+00:00,Bank BRI ini merupakan Bank dengan pelayanan terbaik yang mengutamakan kepuasan masyarakat. Bravo Bank BRI 👏,bobalokall,0,0,0
2022-12-14 03:58:56+00:00,"Personil Unit Samapta Polsek Minas, Polres Siak, Polda Riau melaksanakan pengamanan Bank BRI Unit Minas, wujud kesiapsiagaan Polri dalam memberikan pelayanan kepada masyarakat dan menjaga Kamtibmas.
.
@humaspolda_riau 
@polres_siak 
#poldariau #polressiak 
#polripresisi https://t.co/x7QLCL43au",HumasMinas,1,0,0
2022-12-13 11:57:42+00:00,"Bahkan, kalau di tempat kalian enggak ada bank BRI, pasti di tempat kalian ada agen BRILink. Inilah upaya BRI untuk tetap memberikan pelayanan terbaiknya di seluruh wilayah Indonesia.

 #TransformasiBRI",ssofiana_,0,0,0
2022-12-13 11:35:40+00:00,"Selain memeberikan invasi untuk peningkatan pelayanan bank BRI, BRI juga melakukan pemberdayaan dan edukasi kepada masyarakat dan UMKM #TransformasiBRI",xxtoneup,0,1,0
2022-12-11 14:11:53+00:00,"bca di hati, kek pelayanan bca bagus batt anjirr cuma keknya nnt klo kuliah gue mau ganti bank mandiri aja deh, apa ga bri yg potongannya lebih murah perbulannya 😭",mipmiipp,0,0,0
2022-12-10 14:27:25+00:00,Kedekatan Bank BRI dengan rakyat sudah terkenal sejak dulu hingga sekarang. Hal ini karena proses perbankan yang mudah dan pelayanan yang ramah #KinerjaBRIQ3,Aisway_a,0,1,0
2022-12-10 13:10:48+00:00,"Bank Rakyat Indonesia (BRI) merupakan bank milik negara (BUMN) terpopuler di Indonesia yang didirikan sejak 1895. BRI berkomitmen memberikan pelayanan maksimal ke seluruh nasabah, salah satunya dengan menyediakan layanan Call Center.

#KinerjaBRIQ3",kopiee42,0,0,0
